,date,open,close,high,low,volume
425,2018-10-16,214.39,215.09,219.95,211.55,145980.09837
426,2018-10-17,215.2,212.85,216.99,210.0,153768.85024
427,2018-10-18,212.9,206.24,215.3,203.53,150229.60097
428,2018-10-19,206.25,205.0,208.0,204.21,254660.48637
429,2018-10-20,205.1,207.91,209.69,203.57,62376.6968
430,2018-10-21,207.91,207.49,211.99,206.74,83277.36128
431,2018-10-22,207.46,206.67,209.3,205.0,206046.89963
432,2018-10-23,206.67,205.85,207.8,202.14,112753.0414
433,2018-10-24,205.85,205.35,207.95,204.73,97128.82698
434,2018-10-25,205.35,203.93,205.94,202.88,77411.57217
435,2018-10-26,203.84,204.92,209.0,203.0,91143.83291
436,2018-10-27,204.92,204.45,206.15,203.09,50235.68329
437,2018-10-28,204.45,204.99,205.94,203.62,44394.83357
438,2018-10-29,204.99,196.96,205.49,195.28,118281.82272
439,2018-10-30,196.95,197.27,198.6,195.91,83633.81463
440,2018-10-31,197.24,198.73,201.45,193.01,114739.70424
441,2018-11-01,198.7,199.96,200.95,197.88,86097.98629
442,2018-11-02,199.93,202.35,203.74,199.34,97123.22813
443,2018-11-03,202.31,200.31,202.69,198.59,72084.92932
444,2018-11-04,200.27,212.11,218.76,199.0,182534.6216
445,2018-11-05,212.13,210.66,213.39,207.62,141432.1406
